FlightPassengerCount,Place,Time
380.357142857,W2,2016-09-14 11:00:00
360.358333333,W3,2016-09-14 11:00:00
135.625,E2,2016-09-14 11:10:00
352.842105263,W1,2016-09-14 11:10:00
100.0,E1,2016-09-14 11:20:00
318.75,W1,2016-09-14 11:20:00
137.444444444,W2,2016-09-14 11:20:00
495.983333333,W3,2016-09-14 11:20:00
119.0625,E1,2016-09-14 11:30:00
423.058823529,W1,2016-09-14 11:30:00
334.2,W2,2016-09-14 11:30:00
865.029166667,W3,2016-09-14 11:30:00
582.466666667,E3,2016-09-14 11:40:00
271.866666667,W3,2016-09-14 11:40:00
258.375,NoInfo,2016-09-14 11:50:00
87.4,W1,2016-09-14 11:50:00
447.326388889,W2,2016-09-14 11:50:00
510.283333333,W3,2016-09-14 11:50:00
328.4375,E3,2016-09-14 12:00:00
859.254166667,W1,2016-09-14 12:00:00
416.4625,W3,2016-09-14 12:00:00
267.25,E1,2016-09-14 12:10:00
246.533333333,E3,2016-09-14 12:10:00
201.142857143,W1,2016-09-14 12:10:00
883.966666667,W2,2016-09-14 12:10:00
434.466666667,W3,2016-09-14 12:10:00
541.982142857,E3,2016-09-14 12:20:00
670.526315789,W1,2016-09-14 12:20:00
246.266666667,W3,2016-09-14 12:20:00
100.0,E1,2016-09-14 12:30:00
658.792982456,W1,2016-09-14 12:30:00
650.576470588,W2,2016-09-14 12:30:00
60.1111111111,W3,2016-09-14 12:30:00
329.5625,E1,2016-09-14 12:40:00
543.129411765,E3,2016-09-14 12:40:00
102.25,W2,2016-09-14 12:40:00
506.8375,W3,2016-09-14 12:40:00
520.866666667,E1,2016-09-14 12:50:00
178.588235294,E3,2016-09-14 12:50:00
303.05,W2,2016-09-14 12:50:00
277.142857143,W3,2016-09-14 12:50:00
254.428571429,E3,2016-09-14 13:00:00
70.0,NoInfo,2016-09-14 13:00:00
938.443910256,W2,2016-09-14 13:00:00
160.8,W3,2016-09-14 13:00:00
212.333333333,E1,2016-09-14 13:10:00
678.491071429,E3,2016-09-14 13:10:00
212.272727273,NoInfo,2016-09-14 13:10:00
293.722222222,W1,2016-09-14 13:10:00
383.6,W2,2016-09-14 13:10:00
156.533333333,W3,2016-09-14 13:10:00
100.0,E2,2016-09-14 13:20:00
102.4375,E3,2016-09-14 13:20:00
241.461538462,W2,2016-09-14 13:20:00
457.633333333,W3,2016-09-14 13:20:00
343.625,E1,2016-09-14 13:30:00
267.242203742,NoInfo,2016-09-14 13:30:00
311.071428571,W1,2016-09-14 13:30:00
437.011764706,W3,2016-09-14 13:30:00
496.460358056,E3,2016-09-14 13:40:00
177.583333333,NoInfo,2016-09-14 13:40:00
648.947619048,W1,2016-09-14 13:40:00
264.5,E1,2016-09-14 13:50:00
146.333333333,E3,2016-09-14 13:50:00
310.846153846,W1,2016-09-14 13:50:00
305.5625,W3,2016-09-14 13:50:00
97.875,E2,2016-09-14 14:00:00
195.4375,E3,2016-09-14 14:00:00
1065.11344538,W1,2016-09-14 14:00:00
230.133333333,W3,2016-09-14 14:00:00
70.3888888889,E1,2016-09-14 14:10:00
253.5625,E2,2016-09-14 14:10:00
658.0375,E3,2016-09-14 14:10:00
130.875,NoInfo,2016-09-14 14:10:00
355.526315789,W1,2016-09-14 14:10:00
236.4375,W3,2016-09-14 14:10:00
300.0,E1,2016-09-14 14:20:00
73.875,E2,2016-09-14 14:20:00
310.5625,E3,2016-09-14 14:20:00
389.533333333,W3,2016-09-14 14:20:00
926.288888889,W1,2016-09-14 14:30:00
187.5,W2,2016-09-14 14:30:00
852.6875,E1,2016-09-14 14:40:00
458.370833333,W3,2016-09-14 14:40:00
100.0,E1,2016-09-14 14:50:00
140.705882353,E3,2016-09-14 14:50:00
304.823529412,W2,2016-09-14 14:50:00
97.9375,E2,2016-09-14 15:00:00
428.941176471,E3,2016-09-14 15:00:00
844.134453782,W2,2016-09-14 15:00:00
145.25,W3,2016-09-14 15:00:00
105.2,E2,2016-09-14 15:10:00
516.210526316,E3,2016-09-14 15:10:00
976.383333333,W2,2016-09-14 15:10:00
255.526315789,W3,2016-09-14 15:10:00
100.0,E1,2016-09-14 15:20:00
327.625,W1,2016-09-14 15:20:00
296.0625,W2,2016-09-14 15:20:00
270.736842105,W3,2016-09-14 15:20:00
100.0,E1,2016-09-14 15:30:00
311.578947368,E3,2016-09-14 15:30:00
87.6,W2,2016-09-14 15:30:00
417.666666667,W3,2016-09-14 15:30:00
590.022222222,E3,2016-09-14 15:40:00
92.5806451613,NoInfo,2016-09-14 15:40:00
242.866666667,W3,2016-09-14 15:40:00
300.0,E1,2016-09-14 15:50:00
302.333333333,E3,2016-09-14 15:50:00
331.0,W2,2016-09-14 15:50:00
264.647058824,W3,2016-09-14 15:50:00
1148.40603547,W1,2016-09-14 16:00:00
427.0,W3,2016-09-14 16:00:00
202.8,E1,2016-09-14 16:10:00
213.555555556,E2,2016-09-14 16:10:00
652.59047619,W1,2016-09-14 16:10:00
487.209150327,W2,2016-09-14 16:10:00
463.144444444,W3,2016-09-14 16:10:00
116.6,E2,2016-09-14 16:20:00
438.6,E3,2016-09-14 16:20:00
908.623809524,W1,2016-09-14 16:20:00
137.294117647,W3,2016-09-14 16:20:00
428.833333333,E1,2016-09-14 16:30:00
306.166666667,W1,2016-09-14 16:30:00
168.210526316,W3,2016-09-14 16:30:00
640.349673203,E3,2016-09-14 16:40:00
316.571428571,W1,2016-09-14 16:40:00
303.111111111,W2,2016-09-14 16:40:00
104.888888889,W3,2016-09-14 16:40:00
341.866666667,E3,2016-09-14 16:50:00
352.966386555,W2,2016-09-14 16:50:00
575.761904762,W3,2016-09-14 16:50:00
345.642857143,E1,2016-09-14 17:00:00
323.733333333,E3,2016-09-14 17:00:00
272.8,W2,2016-09-14 17:00:00
504.345833333,W3,2016-09-14 17:00:00
109.6,E1,2016-09-14 17:10:00
224.5,E3,2016-09-14 17:10:00
810.643274854,W1,2016-09-14 17:10:00
567.934615385,W2,2016-09-14 17:10:00
228.166666667,W3,2016-09-14 17:10:00
191.0625,E1,2016-09-14 17:20:00
208.315789474,E2,2016-09-14 17:20:00
330.533333333,E3,2016-09-14 17:20:00
327.75,W2,2016-09-14 17:20:00
276.384615385,W3,2016-09-14 17:20:00
303.421052632,W1,2016-09-14 17:30:00
313.533333333,W2,2016-09-14 17:30:00
26.0,E2,2016-09-14 17:40:00
232.375,E3,2016-09-14 17:40:00
306.285714286,W1,2016-09-14 17:40:00
448.211764706,W3,2016-09-14 17:40:00
291.4375,W2,2016-09-14 17:50:00
289.705882353,W3,2016-09-14 17:50:00
100.0,E3,2016-09-14 18:00:00
434.294117647,W1,2016-09-14 18:00:00
697.258552632,W3,2016-09-14 18:00:00
656.214285714,E3,2016-09-14 18:10:00
841.2875,W1,2016-09-14 18:10:00
359.578947368,W2,2016-09-14 18:10:00
490.444444444,W2,2016-09-14 18:20:00
94.8571428571,W3,2016-09-14 18:20:00
119.633333333,E1,2016-09-14 18:30:00
569.348484848,E3,2016-09-14 18:30:00
286.235294118,W1,2016-09-14 18:30:00
428.933333333,W3,2016-09-14 18:30:00
100.0,E1,2016-09-14 18:40:00
521.411764706,E3,2016-09-14 18:40:00
397.65,W1,2016-09-14 18:40:00
733.066666667,W2,2016-09-14 18:40:00
237.470588235,W3,2016-09-14 18:40:00
493.964705882,E3,2016-09-14 18:50:00
653.071428571,W2,2016-09-14 18:50:00
299.857142857,W3,2016-09-14 18:50:00
108.375,E1,2016-09-14 19:00:00
308.888888889,E3,2016-09-14 19:00:00
442.5625,W1,2016-09-14 19:00:00
828.860681115,W3,2016-09-14 19:00:00
319.6,E2,2016-09-14 19:10:00
278.647058824,E3,2016-09-14 19:10:00
1027.08218623,W1,2016-09-14 19:10:00
638.273684211,W2,2016-09-14 19:10:00
258.933333333,E2,2016-09-14 19:20:00
1010.31372549,E3,2016-09-14 19:20:00
392.9375,W2,2016-09-14 19:20:00
368.882352941,W3,2016-09-14 19:20:00
861.904411765,W1,2016-09-14 19:30:00
448.162393162,W3,2016-09-14 19:30:00
266.095238095,E3,2016-09-14 19:40:00
559.158730159,W1,2016-09-14 19:40:00
265.2,W2,2016-09-14 19:40:00
618.788690476,W3,2016-09-14 19:40:00
328.25,E3,2016-09-14 19:50:00
514.0,W2,2016-09-14 19:50:00
116.5,W2,2016-09-14 20:00:00
773.204201681,W3,2016-09-14 20:00:00
240.68487395,E2,2016-09-14 20:10:00
653.213675214,W2,2016-09-14 20:10:00
351.333333333,W3,2016-09-14 20:10:00
225.0,E1,2016-09-14 20:20:00
206.548387097,E2,2016-09-14 20:20:00
437.635294118,E3,2016-09-14 20:20:00
418.6875,W1,2016-09-14 20:20:00
330.018518519,W3,2016-09-14 20:20:00
662.008928571,E3,2016-09-14 20:30:00
219.333333333,W2,2016-09-14 20:30:00
258.875,W3,2016-09-14 20:30:00
175.368421053,E3,2016-09-14 20:40:00
284.714285714,W2,2016-09-14 20:40:00
103.3125,W3,2016-09-14 20:40:00
309.222222222,W2,2016-09-14 20:50:00
274.666666667,W3,2016-09-14 20:50:00
100.0,E1,2016-09-14 21:00:00
201.633333333,NoInfo,2016-09-14 21:00:00
682.1375,W2,2016-09-14 21:00:00
260.222222222,W3,2016-09-14 21:00:00
711.333333333,E1,2016-09-14 21:10:00
624.733333333,E2,2016-09-14 21:10:00
314.646666667,E3,2016-09-14 21:10:00
80.0,W1,2016-09-14 21:10:00
428.678571429,W2,2016-09-14 21:10:00
526.333333333,E1,2016-09-14 21:20:00
761.363970588,E3,2016-09-14 21:20:00
100.0,NoInfo,2016-09-14 21:20:00
829.090277778,W1,2016-09-14 21:20:00
125.823529412,W3,2016-09-14 21:20:00
318.3125,E3,2016-09-14 21:30:00
92.0,W2,2016-09-14 21:30:00
526.0,E1,2016-09-14 21:40:00
102.179487179,E2,2016-09-14 21:40:00
339.833333333,NoInfo,2016-09-14 21:40:00
105.666666667,W1,2016-09-14 21:40:00
123.944444444,W3,2016-09-14 21:40:00
808.855194805,W1,2016-09-14 21:50:00
275.933333333,W3,2016-09-14 21:50:00
683.319444444,W1,2016-09-14 22:00:00
683.236714976,W3,2016-09-14 22:00:00
683.166666667,E1,2016-09-14 22:10:00
100.0,E2,2016-09-14 22:10:00
320.352941176,E3,2016-09-14 22:10:00
412.944444444,W1,2016-09-14 22:10:00
221.571428571,W2,2016-09-14 22:10:00
148.933333333,W3,2016-09-14 22:10:00
300.0,E1,2016-09-14 22:20:00
189.533333333,E2,2016-09-14 22:20:00
96.8571428571,W1,2016-09-14 22:20:00
322.857142857,W3,2016-09-14 22:20:00
200.0,E1,2016-09-14 22:30:00
174.411764706,W3,2016-09-14 22:30:00
313.705882353,W2,2016-09-14 22:40:00
262.055555556,W3,2016-09-14 22:40:00
199.333333333,E2,2016-09-14 22:50:00
322.153846154,W1,2016-09-14 23:00:00
213.333333333,W3,2016-09-14 23:00:00
400.0,E1,2016-09-14 23:10:00
322.866666667,W2,2016-09-14 23:10:00
171.571428571,W3,2016-09-14 23:10:00
434.823529412,W1,2016-09-14 23:20:00
228.888888889,W3,2016-09-14 23:20:00
100.0,E1,2016-09-14 23:30:00
163.2,W3,2016-09-14 23:30:00
135.125,E1,2016-09-14 23:40:00
307.25,W1,2016-09-14 23:40:00
100.0,NoInfo,2016-09-14 23:50:00
147.933333333,W3,2016-09-14 23:50:00
349.714285714,E1,2016-09-15 00:00:00
86.1875,E2,2016-09-15 00:00:00
139.0,W3,2016-09-15 00:00:00
295.333333333,E1,2016-09-15 00:10:00
100.0,E1,2016-09-15 00:20:00
100.0,NoInfo,2016-09-15 00:20:00
289.466666667,E2,2016-09-15 00:30:00
385.588235294,E1,2016-09-15 00:40:00
0.0,,2016-09-15 00:50:00
100.0,E2,2016-09-15 01:00:00
0.0,,2016-09-15 01:10:00
200.0,E1,2016-09-15 01:20:00
200.0,E1,2016-09-15 01:30:00
100.0,NoInfo,2016-09-15 01:40:00
292.6,E1,2016-09-15 01:50:00
0.0,,2016-09-15 02:00:00
0.0,,2016-09-15 02:10:00
0.0,,2016-09-15 02:20:00
0.0,,2016-09-15 02:30:00
300.0,NoInfo,2016-09-15 02:40:00
138.888888889,E1,2016-09-15 02:50:00
100.0,NoInfo,2016-09-15 02:50:00
100.0,E1,2016-09-15 03:00:00
100.0,NoInfo,2016-09-15 03:00:00
100.0,E1,2016-09-15 03:10:00
0.0,,2016-09-15 03:20:00
400.0,NoInfo,2016-09-15 03:30:00
200.0,NoInfo,2016-09-15 03:40:00
100.0,E1,2016-09-15 03:50:00
100.0,NoInfo,2016-09-15 04:00:00
269.2,E1,2016-09-15 04:10:00
200.0,NoInfo,2016-09-15 04:10:00
400.0,NoInfo,2016-09-15 04:20:00
0.0,,2016-09-15 04:30:00
200.0,NoInfo,2016-09-15 04:40:00
0.0,,2016-09-15 04:50:00
100.0,NoInfo,2016-09-15 05:00:00
300.0,NoInfo,2016-09-15 05:10:00
100.0,NoInfo,2016-09-15 05:20:00
0.0,,2016-09-15 05:30:00
0.0,,2016-09-15 05:40:00
0.0,,2016-09-15 05:50:00
100.0,NoInfo,2016-09-15 06:00:00
179.333333333,W3,2016-09-15 06:10:00
100.0,W3,2016-09-15 06:20:00
413.5625,E3,2016-09-15 06:30:00
317.933333333,W3,2016-09-15 06:30:00
100.0,E1,2016-09-15 06:40:00
100.0,NoInfo,2016-09-15 06:40:00
237.333333333,W3,2016-09-15 06:40:00
455.410714286,E3,2016-09-15 06:50:00
300.941176471,W1,2016-09-15 06:50:00
672.860119048,W3,2016-09-15 06:50:00
153.352941176,E3,2016-09-15 07:00:00
288.266666667,W2,2016-09-15 07:00:00
492.554166667,W3,2016-09-15 07:00:00
871.208333333,E3,2016-09-15 07:10:00
818.076923077,W1,2016-09-15 07:10:00
822.522267206,W2,2016-09-15 07:10:00
259.733333333,W3,2016-09-15 07:10:00
348.933333333,E3,2016-09-15 07:20:00
484.0625,W1,2016-09-15 07:20:00
405.5,W2,2016-09-15 07:20:00
145.5,W3,2016-09-15 07:20:00
559.4,E3,2016-09-15 07:30:00
571.35,W2,2016-09-15 07:30:00
717.6875,W3,2016-09-15 07:30:00
120.4,E2,2016-09-15 07:40:00
474.866666667,E3,2016-09-15 07:40:00
414.705882353,W2,2016-09-15 07:40:00
687.116666667,W3,2016-09-15 07:40:00
443.714285714,W2,2016-09-15 07:50:00
503.468954248,W3,2016-09-15 07:50:00
509.3625,E3,2016-09-15 08:00:00
323.714285714,W2,2016-09-15 08:00:00
830.985119048,W3,2016-09-15 08:00:00
389.8125,E3,2016-09-15 08:10:00
1375.75460526,W1,2016-09-15 08:10:00
1265.75,W2,2016-09-15 08:10:00
249.285714286,W3,2016-09-15 08:10:00
96.0,E1,2016-09-15 08:20:00
659.433333333,W1,2016-09-15 08:20:00
817.732142857,W2,2016-09-15 08:20:00
837.083333333,W3,2016-09-15 08:20:00
615.754166667,E1,2016-09-15 08:30:00
752.710526316,W1,2016-09-15 08:30:00
929.733333333,W3,2016-09-15 08:30:00
509.8375,E1,2016-09-15 08:40:00
462.25,E3,2016-09-15 08:40:00
511.2,W1,2016-09-15 08:40:00
530.2,W3,2016-09-15 08:40:00
546.422222222,E1,2016-09-15 08:50:00
114.833333333,E2,2016-09-15 08:50:00
189.0,E3,2016-09-15 08:50:00
341.333333333,W2,2016-09-15 08:50:00
531.333333333,W3,2016-09-15 08:50:00
1009.3125,E3,2016-09-15 09:00:00
266.941176471,W1,2016-09-15 09:00:00
300.555555556,W3,2016-09-15 09:00:00
696.231372549,E1,2016-09-15 09:10:00
98.8666666667,E2,2016-09-15 09:10:00
1113.475,E3,2016-09-15 09:10:00
433.166666667,W1,2016-09-15 09:10:00
99.0666666667,W2,2016-09-15 09:10:00
244.285714286,W3,2016-09-15 09:10:00
300.0,E1,2016-09-15 09:20:00
352.333333333,E3,2016-09-15 09:20:00
726.823529412,W1,2016-09-15 09:20:00
309.25,W2,2016-09-15 09:20:00
57.125,W3,2016-09-15 09:20:00
253.333333333,E2,2016-09-15 09:30:00
665.4,E3,2016-09-15 09:30:00
340.0625,W1,2016-09-15 09:30:00
140.5,W3,2016-09-15 09:30:00
100.333333333,E1,2016-09-15 09:40:00
191.2,E2,2016-09-15 09:40:00
521.6875,W2,2016-09-15 09:40:00
455.153846154,W3,2016-09-15 09:40:00
77.2666666667,E1,2016-09-15 09:50:00
332.5,E3,2016-09-15 09:50:00
112.8,W1,2016-09-15 09:50:00
352.466666667,W2,2016-09-15 09:50:00
300.0,E1,2016-09-15 10:00:00
312.176470588,E3,2016-09-15 10:00:00
289.0,W2,2016-09-15 10:00:00
310.641025641,W3,2016-09-15 10:00:00
458.3125,W1,2016-09-15 10:10:00
473.895604396,W2,2016-09-15 10:10:00
228.421052632,W3,2016-09-15 10:10:00
440.915966387,W1,2016-09-15 10:20:00
317.636363636,W2,2016-09-15 10:20:00
714.725,W3,2016-09-15 10:20:00
100.0,E1,2016-09-15 10:30:00
235.047619048,W1,2016-09-15 10:30:00
1138.30833333,W2,2016-09-15 10:30:00
558.891666667,W3,2016-09-15 10:30:00
407.777777778,E3,2016-09-15 10:40:00
325.333333333,W1,2016-09-15 10:40:00
327.866666667,W2,2016-09-15 10:40:00
375.641666667,W3,2016-09-15 10:40:00
100.0,E1,2016-09-15 10:50:00
708.8,E3,2016-09-15 10:50:00
553.5375,W1,2016-09-15 10:50:00
403.611111111,W2,2016-09-15 10:50:00
172.0,W3,2016-09-15 10:50:00
135.625,E2,2016-09-15 11:00:00
1001.40833333,E3,2016-09-15 11:00:00
68.2857142857,W1,2016-09-15 11:00:00
360.358333333,W3,2016-09-15 11:00:00
352.842105263,W1,2016-09-15 11:10:00
100.0,E1,2016-09-15 11:20:00
102.285714286,E3,2016-09-15 11:20:00
333.333333333,W1,2016-09-15 11:20:00
495.983333333,W3,2016-09-15 11:20:00
119.0625,E2,2016-09-15 11:30:00
164.857142857,NoInfo,2016-09-15 11:30:00
334.2,W1,2016-09-15 11:30:00
423.058823529,W2,2016-09-15 11:30:00
860.3625,W3,2016-09-15 11:30:00
322.133333333,E1,2016-09-15 11:40:00
582.466666667,E3,2016-09-15 11:40:00
7.0,NoInfo,2016-09-15 11:40:00
271.866666667,W3,2016-09-15 11:40:00
128.666666667,W1,2016-09-15 11:50:00
316.4375,W2,2016-09-15 11:50:00
597.683333333,W3,2016-09-15 11:50:00
328.4375,E3,2016-09-15 12:00:00
312.071428571,W1,2016-09-15 12:00:00
876.066666667,W2,2016-09-15 12:00:00
416.4625,W3,2016-09-15 12:00:00
246.533333333,E3,2016-09-15 12:10:00
88.8666666667,W1,2016-09-15 12:10:00
470.1,W2,2016-09-15 12:10:00
434.466666667,W3,2016-09-15 12:10:00
320.625,E3,2016-09-15 12:20:00
466.105263158,W1,2016-09-15 12:20:00
204.421052632,W2,2016-09-15 12:20:00
246.266666667,W3,2016-09-15 12:20:00
100.0,E1,2016-09-15 12:30:00
935.465359477,W1,2016-09-15 12:30:00
329.5625,E2,2016-09-15 12:40:00
543.129411765,E3,2016-09-15 12:40:00
506.8375,W3,2016-09-15 12:40:00
421.333333333,E1,2016-09-15 12:50:00
199.533333333,E2,2016-09-15 12:50:00
178.588235294,E3,2016-09-15 12:50:00
580.192857143,W1,2016-09-15 12:50:00
212.333333333,E1,2016-09-15 13:00:00
319.1875,W1,2016-09-15 13:00:00
319.636363636,W2,2016-09-15 13:00:00
337.0625,E3,2016-09-15 13:10:00
112.272727273,NoInfo,2016-09-15 13:10:00
383.6,W1,2016-09-15 13:10:00
317.333333333,W3,2016-09-15 13:10:00
102.4375,E3,2016-09-15 13:20:00
321.133333333,W2,2016-09-15 13:20:00
285.333333333,W3,2016-09-15 13:20:00
200.0,E1,2016-09-15 13:30:00
208.972972973,NoInfo,2016-09-15 13:30:00
107.2,W1,2016-09-15 13:30:00
260.4,W3,2016-09-15 13:30:00
496.460358056,E3,2016-09-15 13:40:00
177.583333333,NoInfo,2016-09-15 13:40:00
648.947619048,W2,2016-09-15 13:40:00
129.8125,W3,2016-09-15 13:40:00
135.0,E1,2016-09-15 13:50:00
146.333333333,E3,2016-09-15 13:50:00
7.0,NoInfo,2016-09-15 13:50:00
158.5625,W3,2016-09-15 13:50:00
97.875,E1,2016-09-15 14:00:00
8.0,NoInfo,2016-09-15 14:00:00
637.642857143,W2,2016-09-15 14:00:00
230.133333333,W3,2016-09-15 14:00:00
253.5625,E1,2016-09-15 14:10:00
323.4375,E3,2016-09-15 14:10:00
130.875,NoInfo,2016-09-15 14:10:00
355.526315789,W2,2016-09-15 14:10:00
236.4375,W3,2016-09-15 14:10:00
535.5,E1,2016-09-15 14:20:00
157.541666667,E2,2016-09-15 14:20:00
310.5625,E3,2016-09-15 14:20:00
389.533333333,W3,2016-09-15 14:20:00
463.388888889,W1,2016-09-15 14:30:00
390.220833333,W2,2016-09-15 14:30:00
561.625,E1,2016-09-15 14:40:00
291.0625,E2,2016-09-15 14:40:00
458.370833333,W3,2016-09-15 14:40:00
100.0,E1,2016-09-15 14:50:00
140.705882353,E3,2016-09-15 14:50:00
403.833333333,W3,2016-09-15 14:50:00
97.9375,E1,2016-09-15 15:00:00
428.941176471,E3,2016-09-15 15:00:00
104.428571429,W1,2016-09-15 15:00:00
342.176470588,W2,2016-09-15 15:00:00
145.25,W3,2016-09-15 15:00:00
127.5,E2,2016-09-15 15:10:00
516.210526316,E3,2016-09-15 15:10:00
434.133333333,W1,2016-09-15 15:10:00
204.5,W2,2016-09-15 15:10:00
842.609649123,W3,2016-09-15 15:10:00
100.0,E1,2016-09-15 15:20:00
270.736842105,W3,2016-09-15 15:20:00
311.578947368,E3,2016-09-15 15:30:00
417.666666667,W3,2016-09-15 15:30:00
720.055555556,E3,2016-09-15 15:40:00
92.5806451613,NoInfo,2016-09-15 15:40:00
242.866666667,W3,2016-09-15 15:40:00
300.0,E1,2016-09-15 15:50:00
330.25,E3,2016-09-15 15:50:00
627.0,W1,2016-09-15 15:50:00
849.195509153,W1,2016-09-15 16:00:00
299.210526316,W2,2016-09-15 16:00:00
336.866666667,W3,2016-09-15 16:00:00
202.8,E2,2016-09-15 16:10:00
450.288515406,W1,2016-09-15 16:10:00
387.444444444,W2,2016-09-15 16:10:00
302.066666667,W3,2016-09-15 16:10:00
116.6,E2,2016-09-15 16:20:00
438.6,E3,2016-09-15 16:20:00
137.294117647,W3,2016-09-15 16:20:00
360.0,E1,2016-09-15 16:30:00
413.981481481,E2,2016-09-15 16:30:00
306.166666667,W3,2016-09-15 16:30:00
328.055555556,E3,2016-09-15 16:40:00
341.866666667,E3,2016-09-15 16:50:00
399.609243697,W2,2016-09-15 16:50:00
128.333333333,W3,2016-09-15 16:50:00
323.733333333,E3,2016-09-15 17:00:00
166.421052632,W1,2016-09-15 17:10:00
545.994444444,W2,2016-09-15 17:10:00
228.166666667,W3,2016-09-15 17:10:00
292.315789474,E1,2016-09-15 17:20:00
330.533333333,E3,2016-09-15 17:20:00
303.421052632,W2,2016-09-15 17:30:00
200.0,E1,2016-09-15 17:40:00
232.375,E3,2016-09-15 17:40:00
306.285714286,W2,2016-09-15 17:40:00
211.411764706,W3,2016-09-15 17:40:00
291.4375,W2,2016-09-15 17:50:00
336.3125,W3,2016-09-15 17:50:00
100.0,E3,2016-09-15 18:00:00
228.125,W3,2016-09-15 18:00:00
666.333333333,E3,2016-09-15 18:10:00
906.266447368,W1,2016-09-15 18:10:00
490.444444444,W2,2016-09-15 18:20:00
105.421052632,W3,2016-09-15 18:20:00
119.633333333,E2,2016-09-15 18:30:00
569.348484848,E3,2016-09-15 18:30:00
286.235294118,W1,2016-09-15 18:30:00
428.933333333,W2,2016-09-15 18:30:00
218.411764706,E3,2016-09-15 18:40:00
733.066666667,W1,2016-09-15 18:40:00
397.65,W2,2016-09-15 18:40:00
237.470588235,W3,2016-09-15 18:40:00
220.2,E3,2016-09-15 18:50:00
100.0,NoInfo,2016-09-15 18:50:00
293.722222222,W2,2016-09-15 18:50:00
153.636363636,W3,2016-09-15 18:50:00
108.375,E1,2016-09-15 19:00:00
442.5625,W2,2016-09-15 19:00:00
859.011483254,W3,2016-09-15 19:00:00
319.6,E1,2016-09-15 19:10:00
278.647058824,E3,2016-09-15 19:10:00
1019.45060729,W1,2016-09-15 19:10:00
645.905263158,W2,2016-09-15 19:10:00
258.933333333,E1,2016-09-15 19:20:00
422.533333333,E3,2016-09-15 19:20:00
392.9375,W3,2016-09-15 19:20:00
97.875,W1,2016-09-15 19:30:00
238.529411765,W2,2016-09-15 19:30:00
120.777777778,W3,2016-09-15 19:30:00
266.095238095,E3,2016-09-15 19:40:00
265.2,W1,2016-09-15 19:40:00
102.0,W3,2016-09-15 19:40:00
105.214285714,E2,2016-09-15 19:50:00
328.25,E3,2016-09-15 19:50:00
514.0,W2,2016-09-15 19:50:00
116.5,W1,2016-09-15 20:00:00
135.647058824,W3,2016-09-15 20:00:00
0.0,,2016-09-15 20:10:00
431.548387097,E2,2016-09-15 20:20:00
437.635294118,E3,2016-09-15 20:20:00
418.6875,W2,2016-09-15 20:20:00
330.018518519,W3,2016-09-15 20:20:00
312.4375,E3,2016-09-15 20:30:00
219.333333333,W1,2016-09-15 20:30:00
284.714285714,W2,2016-09-15 20:40:00
103.3125,W3,2016-09-15 20:40:00
309.222222222,W1,2016-09-15 20:50:00
100.0,E1,2016-09-15 21:00:00
135.470588235,E2,2016-09-15 21:00:00
201.633333333,NoInfo,2016-09-15 21:00:00
314.0,W1,2016-09-15 21:00:00
1336.06666667,E1,2016-09-15 21:10:00
84.48,E3,2016-09-15 21:10:00
100.0,NoInfo,2016-09-15 21:10:00
428.678571429,W1,2016-09-15 21:10:00
526.333333333,E2,2016-09-15 21:20:00
661.363970588,E3,2016-09-15 21:20:00
829.090277778,W1,2016-09-15 21:20:00
125.823529412,W3,2016-09-15 21:20:00
422.724264706,E3,2016-09-15 21:30:00
526.0,E1,2016-09-15 21:40:00
102.179487179,E2,2016-09-15 21:40:00
105.666666667,W2,2016-09-15 21:40:00
721.305194805,W1,2016-09-15 21:50:00
424.866666667,W3,2016-09-15 21:50:00
274.944444444,W1,2016-09-15 22:00:00
683.236714976,W3,2016-09-15 22:00:00
320.352941176,E3,2016-09-15 22:10:00
412.944444444,W1,2016-09-15 22:10:00
180.5,W3,2016-09-15 22:10:00
189.533333333,E1,2016-09-15 22:20:00
200.0,E1,2016-09-15 22:30:00
174.411764706,W3,2016-09-15 22:30:00
256.333333333,E1,2016-09-15 22:40:00
121.055555556,W3,2016-09-15 22:40:00
199.333333333,E1,2016-09-15 22:50:00
213.333333333,W3,2016-09-15 23:00:00
100.0,E1,2016-09-15 23:10:00
322.866666667,W1,2016-09-15 23:10:00
171.571428571,W3,2016-09-15 23:10:00
228.888888889,W3,2016-09-15 23:20:00
100.0,E1,2016-09-15 23:30:00
163.2,W3,2016-09-15 23:30:00
135.125,E1,2016-09-15 23:40:00
100.0,NoInfo,2016-09-15 23:40:00
307.25,W1,2016-09-15 23:40:00
147.933333333,W3,2016-09-15 23:50:00
435.901785714,E1,2016-09-16 00:00:00
139.0,W3,2016-09-16 00:00:00
295.333333333,E1,2016-09-16 00:10:00
152.0,E2,2016-09-16 00:10:00
100.0,E1,2016-09-16 00:20:00
289.466666667,E1,2016-09-16 00:30:00
385.588235294,E1,2016-09-16 00:40:00
0.0,,2016-09-16 00:50:00
306.714285714,E1,2016-09-16 01:00:00
100.0,E2,2016-09-16 01:00:00
0.0,,2016-09-16 01:10:00
100.0,E1,2016-09-16 01:20:00
200.0,E1,2016-09-16 01:30:00
0.0,,2016-09-16 01:40:00
292.6,E1,2016-09-16 01:50:00
0.0,,2016-09-16 02:00:00
0.0,,2016-09-16 02:10:00
0.0,,2016-09-16 02:20:00
100.0,E1,2016-09-16 02:30:00
